模型,参数组,主题编号,主题名称,专利数量,专利占比,TOP5主题词,主题关键词,代表专利
Sentence-BERT + CETopic,"T=10, dim=-1, method=tfidf_idfi",6,打印机 / 光固化 / 树脂,208,0.0211,打印机、印刷、光固化、树脂,打印机、印刷、光固化、树脂,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
Sentence-BERT + CETopic,"T=10, dim=-1, method=tfidf_idfi",7,支架 / 底座 / 光伏,1530,0.1548,支架、底座、光伏、限位、螺纹,支架、底座、光伏、限位、螺纹、底板、施工平台,一种胶膜平整机构及光伏组件生产线；一种用于生产带孔木底托的工装模具；一种机械制造用冲压车床
Sentence-BERT + CETopic,"T=10, dim=-1, method=tfidf_idfi",8,数据 / 模型 / 存储介质,1207,0.1222,数据、模型、存储介质、目标、文本,数据、模型、存储介质、目标、文本、图像、用户、人工智能,基于人工智能的流体输送系统精确计量方法及计量装置；一种图书荐购方法、装置、设备及存储介质；一种多功能食品检测装置
Sentence-BERT + CETopic,"T=10, dim=-1, method=tfidf_idfi",9,区块 / 数据 / 联网,851,0.0861,区块、数据、联网、交易、业务,区块、数据、联网、交易、业务、加密、节点,基于区块链的充电权分配方法以及充电权交易方法；带私有协议的数据处理取证的方法及装置；一种云会员信息管理系统、方法和存储平台
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",0,汽车 / 新能源 / 轮毂,858,0.0868,汽车、新能源、轮毂、电缆、电机,汽车、新能源、轮毂、电缆、电机、轨道,一种自动翻转脱模装置；一种用于吸塑机的自动捡片装置；一种适用于电解槽大修的滑移式安全护栏
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",1,数据 / 联网 / 车辆,674,0.0682,数据、联网、车辆、预警,数据、联网、车辆、预警,一种基于无人机信息终端的可视化数字孪生高端装备系统；一种基于智能仿真的牵引站运维管理系统；一种工业互联网平台应用评价方法及其评价系统
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",2,石墨 / 材料 / 纳米,508,0.0514,石墨、材料、纳米、催化剂、聚合物,石墨、材料、纳米、催化剂、聚合物,一种可用于新能源汽车的润滑脂组合物及其制备方法；一种复合网版的制作方法；微米级多孔硫酸亚铁钠/碳复合正极材料及其制备的钠离子电池或钠电池
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",3,数据 / 文本 / 存储介质,707,0.0716,数据、文本、存储介质、目标、模型,数据、文本、存储介质、目标、模型、图像、用户、推荐、语音,一种图书荐购方法、装置、设备及存储介质；一种用于研究者发起的临床研究全数据平台综合评价系统；模型训练方法、数据处理方法、装置、电子设备及介质
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",4,食品 / 农药 / 加工机,418,0.0423,食品、农药、加工机、饲料、大米,食品、农药、加工机、饲料、大米、电机、原料,一种多功能食品检测装置；一种偶氮颜料连续化合成微混合器及其连续化制备方法；一种结构稳定的和面机
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",5,激光 / 传感器 / 城市轨道交通,593,0.06,激光、检测装置、传感器、试验、城市轨道交通,激光、检测装置、传感器、试验、城市轨道交通,水面光伏发电系统电气性能及环境场的监测装置；多接头线束电测试设备；一种望远镜镜筒智能制造装置
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",6,电池 / 新能源 / 汽车,386,0.0391,电池、新能源、汽车,电池、新能源、汽车,域控制电池管理系统；一种具有节能保温功能的电解铝用电解槽；光伏电池生产线的自动送料放料系统
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",7,废水处理 / 污水处理 / 除尘,764,0.0773,废水处理、污水处理、除尘、垃圾,废水处理、污水处理、除尘、垃圾,一种废水循环利用的自动洗车装置；一种基于开放空间大气污染治理装置；一种滤清器冲压片上料定位装置
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",8,打印机 / 光固化 / 线材,196,0.0198,打印机、印刷、光固化、线材、耗材,打印机、印刷、光固化、线材、耗材,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",9,机器人 / 关节,158,0.016,机器人、关节,机器人、关节,一种机器人换电装置；一种智能遛狗机器人；一种内镜手术器械输送装置、控制方法及机器人系统
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",10,玻璃 / 模具 / 口罩,788,0.0797,玻璃、模具、包装、口罩、打磨,玻璃、模具、包装、口罩、打磨、服装、机架,一种胶带生产用胶带粘度测试装置；一种玻璃胶生产用高速分散装置；一种制动主缸皮碗的自动装配装置
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",11,干细胞 / 蛋白 / 基因,358,0.0362,干细胞、蛋白、基因、茶叶、及其应用,干细胞、蛋白、基因、茶叶、及其应用、充质,一种促进围绝经期女性补钙的中药组方；一种防止土地盐碱化的肥料及其制备方法；一种脐带血干细胞储存系统及其储存方法
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",12,天线 / 基站 / 网络,176,0.0178,天线、基站、网络、信号、频段,天线、基站、网络、信号、频段、终端、核心网、滤波器,一种信息通信5G转换设备；一种交直流屏自诊断方法；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",13,联网 / 无人机 / 数据,512,0.0518,联网、无人机、数据、摄像头、显示屏,联网、无人机、数据、摄像头、显示屏、人工智能,一种房屋家具设计展示系统；一种基于物联网的自动包装系统；一种计算机使用的大数据运维装置
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",14,光伏 / 太阳能 / 路灯,460,0.0466,光伏、太阳能、路灯、边框、屋面,光伏、太阳能、路灯、边框、屋面、支架,一种胶膜平整机构及光伏组件生产线；基于物联网的太阳能LED交通信号灯及其智能联动系统；一种带有防尘接口结构的光伏并网逆变器
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",15,混凝土 / 模具 / 钢筋,786,0.0795,施工平台、混凝土、模具、钢筋、钢梁,施工平台、混凝土、模具、钢筋、钢梁、楼梯、冲压,一种用于生产带孔木底托的工装模具；一种机械制造用冲压车床；一种用于施工现场的便携式施工平台
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",16,蒸汽 / 石墨 / 换热器,447,0.0452,蒸汽、石墨、冷却装置、换热器、发热,蒸汽、石墨、冷却装置、换热器、发热、空调、热泵,一种带自发电的输液管气泡检测装置；一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",17,储能 / 光伏 / 电路,411,0.0416,储能、光伏、电路、电网、功率,储能、光伏、电路、电网、功率、直流、电压,基于人工智能的流体输送系统精确计量方法及计量装置；电子厂房电源保障系统实施方法；电力电子变压器的两级直流母线协调控制方法、装置
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",18,农业 / 联网 / 数据,115,0.0116,农业、联网、数据、病虫害、土壤,农业、联网、数据、病虫害、土壤、智慧,一种水电站高压输电线路驱鸟保护装置；一种基于物联网与云计算的鹅智能化精细饲喂系统及管控方法；一种基于物联网大数据的农业监控系统
Sentence-BERT + CETopic,"T=20, dim=5, method=tfidf_idfi",19,区块 / 数据 / 交易,566,0.0573,区块、数据、交易、加密、节点,区块、数据、交易、加密、节点、业务、认证,基于区块链的充电权分配方法以及充电权交易方法；带私有协议的数据处理取证的方法及装置；一种云会员信息管理系统、方法和存储平台
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",0,混凝土 / 钢筋 / 模具,811,0.0821,施工平台、混凝土、钢筋、模具、楼梯,施工平台、混凝土、钢筋、模具、楼梯、底座、钢梁、冲压,一种用于生产带孔木底托的工装模具；一种机械制造用冲压车床；一种用于施工现场的便携式施工平台
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",1,无人机 / 联网 / 激光,557,0.0564,无人机、联网、激光、数据、视觉,无人机、联网、激光、数据、视觉、镜头、人工智能,一种基于无人机信息终端的可视化数字孪生高端装备系统；一种房屋家具设计展示系统；一种基于物联网的自动包装系统
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",2,石墨 / 材料 / 纳米,495,0.0501,石墨、材料、纳米、聚合物、催化剂,石墨、材料、纳米、聚合物、催化剂、凝胶,一种可用于新能源汽车的润滑脂组合物及其制备方法；一种复合网版的制作方法；微米级多孔硫酸亚铁钠/碳复合正极材料及其制备的钠离子电池或钠电池
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",3,储能 / 光伏 / 电路,399,0.0404,储能、光伏、电路、直流、电网,储能、光伏、电路、直流、电网、功率、电压,基于人工智能的流体输送系统精确计量方法及计量装置；电子厂房电源保障系统实施方法；电力电子变压器的两级直流母线协调控制方法、装置
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",4,蒸汽 / 石墨 / 换热器,554,0.0561,蒸汽、冷却装置、石墨、换热器、发热,蒸汽、冷却装置、石墨、换热器、发热、余热、空调,一种水电站高压输电线路驱鸟保护装置；一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",5,区块 / 交易 / 数据,419,0.0424,区块、交易、数据、加密、节点,区块、交易、数据、加密、节点、认证、密钥,基于区块链的充电权分配方法以及充电权交易方法；一种图书荐购方法、装置、设备及存储介质；一种基于智能匹配的漏洞威胁发现方法及系统
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",6,机器人 / 关节,160,0.0162,机器人、关节,机器人、关节,一种机器人换电装置；一种智能遛狗机器人；一种内镜手术器械输送装置、控制方法及机器人系统
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",7,食品 / 农药 / 加工机,464,0.047,食品、农药、加工机、茶叶、电机,食品、农药、加工机、茶叶、电机、饲料、原料,一种多功能食品检测装置；一种偶氮颜料连续化合成微混合器及其连续化制备方法；一种结构稳定的和面机
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",8,数据 / 存储介质 / 文本,651,0.0659,数据、存储介质、文本、目标、模型,数据、存储介质、文本、目标、模型、图像、用户、推荐、电子设备,一种用于研究者发起的临床研究全数据平台综合评价系统；模型训练方法、数据处理方法、装置、电子设备及介质；业务处理方法、设备以及存储介质
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",9,轨道交通 / 传感器,456,0.0461,检测装置、轨道交通、试验、传感器、测试平台,检测装置、轨道交通、试验、传感器、测试平台,一种带自发电的输液管气泡检测装置；多接头线束电测试设备；一种交通管制电子监控设备
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",10,汽车 / 轮毂 / 新能源,767,0.0776,汽车、轮毂、新能源、电机、电缆,汽车、轮毂、新能源、电机、电缆,一种自动翻转脱模装置；绝缘子R销复位装置；一种用于吸塑机的自动捡片装置
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",11,打印机 / 光固化 / 耗材,197,0.0199,打印机、印刷、光固化、耗材、线材,打印机、印刷、光固化、耗材、线材,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",12,数据 / 联网 / 业务,627,0.0635,数据、联网、业务、服务器、车辆,数据、联网、业务、服务器、车辆、终端、管理系统,带私有协议的数据处理取证的方法及装置；一种云会员信息管理系统、方法和存储平台；一种基于智能仿真的牵引站运维管理系统
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",13,电池 / 新能源 / 汽车,423,0.0428,电池、新能源、汽车,电池、新能源、汽车,域控制电池管理系统；一种具有节能保温功能的电解铝用电解槽；光伏电池生产线的自动送料放料系统
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",14,玻璃 / 口罩 / 机架,773,0.0782,玻璃、口罩、机架、模具、服装,玻璃、口罩、机架、模具、服装、包装,一种胶带生产用胶带粘度测试装置；一种玻璃胶生产用高速分散装置；一种制动主缸皮碗的自动装配装置
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",15,天线 / 基站 / 网络,179,0.0181,天线、基站、网络、频段、信号,天线、基站、网络、频段、信号、终端、核心网、巡检、滤波器,一种信息通信5G转换设备；一种交直流屏自诊断方法；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",16,废水处理 / 污水 / 除尘,646,0.0654,废水处理、污水、除尘,废水处理、污水、除尘,一种废水循环利用的自动洗车装置；一种基于开放空间大气污染治理装置；一种滤清器冲压片上料定位装置
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",17,干细胞 / 蛋白 / 基因,355,0.0359,干细胞、蛋白、基因、及其应用、植物,干细胞、蛋白、基因、及其应用、植物、充质,一种促进围绝经期女性补钙的中药组方；一种防止土地盐碱化的肥料及其制备方法；一种脐带血干细胞储存系统及其储存方法
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",18,光伏 / 太阳能 / 路灯,443,0.0448,光伏、太阳能、路灯、边框、屋面,光伏、太阳能、路灯、边框、屋面、支架,一种胶膜平整机构及光伏组件生产线；基于物联网的太阳能LED交通信号灯及其智能联动系统；一种带有防尘接口结构的光伏并网逆变器
Sentence-BERT + CETopic,"T=20, dim=2, method=tfidf_idfi",19,联网 / 数据 / 农业,505,0.0511,联网、数据、预警、农业、环境监测,联网、数据、预警、农业、环境监测,水面光伏发电系统电气性能及环境场的监测装置；一种基于物联网与云计算的鹅智能化精细饲喂系统及管控方法；一种应急预警广播系统
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",0,传感器 / 数据,570,0.0577,检测装置、传感器、检测设备、检测系统、数据,检测装置、传感器、检测设备、检测系统、数据、监测系统,一种多功能食品检测装置；多接头线束电测试设备；一种果蔬新烟碱类农药残留多通道试纸检测装置
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",1,机器人 / 无人机 / 关节,206,0.0208,机器人、无人机、关节,机器人、无人机、关节,一种基于无人机信息终端的可视化数字孪生高端装备系统；一种机器人换电装置；一种棉花打顶无人机的智能控制系统及方法
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",2,数据 / 业务 / 联网,788,0.0797,数据、业务、联网、服务器、终端,数据、业务、联网、服务器、终端、存储介质,带私有协议的数据处理取证的方法及装置；一种云会员信息管理系统、方法和存储平台；一种房屋家具设计展示系统
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",3,石墨 / 材料 / 纳米,514,0.052,石墨、材料、纳米、催化剂、聚合物,石墨、材料、纳米、催化剂、聚合物,一种可用于新能源汽车的润滑脂组合物及其制备方法；一种复合网版的制作方法；一种偶氮颜料连续化合成微混合器及其连续化制备方法
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",4,联网 / 数据 / 显示屏,542,0.0549,联网、数据、显示屏、摄像头、网关,联网、数据、显示屏、摄像头、网关、终端,一种基于智能仿真的牵引站运维管理系统；一种基于物联网的自动包装系统；一种计算机使用的大数据运维装置
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",5,支架 / 混凝土 / 钢梁,758,0.0767,施工平台、支架、混凝土、钢梁、底座,施工平台、支架、混凝土、钢梁、底座、螺纹、钢筋、限位,一种胶膜平整机构及光伏组件生产线；一种用于生产带孔木底托的工装模具；一种用于施工现场的便携式施工平台
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",6,模具 / 电机 / 机架,974,0.0986,模具、打磨、电机、机架、切割机,模具、打磨、电机、机架、切割机、布料,一种胶带生产用胶带粘度测试装置；一种玻璃胶生产用高速分散装置；绝缘子R销复位装置
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",7,光伏 / 电池 / 太阳能,589,0.0596,光伏、电池、太阳能、新能源、汽车,光伏、电池、太阳能、新能源、汽车,一种带有防尘接口结构的光伏并网逆变器；域控制电池管理系统；一种适合风沙地域防风固沙的光伏防风障
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",8,蒸汽 / 换热器 / 石墨,560,0.0567,蒸汽、冷却装置、换热器、石墨、热交换器,蒸汽、冷却装置、换热器、石墨、热交换器、发热、蓄热、热泵,一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置；一种基于帕尔贴效应的海岛风光互补水电联产装置
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",9,汽车 / 轮毂 / 新能源,761,0.077,汽车、轮毂、新能源、电机、支架,汽车、轮毂、新能源、电机、支架、齿轮,一种机械制造用冲压车床；一种制动主缸皮碗的自动装配装置；一种自动翻转脱模装置
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",10,天线 / 基站 / 信号,195,0.0197,天线、基站、信号、频段、网络,天线、基站、信号、频段、网络、终端、核心网、滤波器,一种信息通信5G转换设备；一种5G智慧城市用LED路灯；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",11,数据 / 存储介质 / 文本,726,0.0735,数据、存储介质、文本、模型、目标,数据、存储介质、文本、模型、目标、图像、人工智能、推荐、电子设备,基于人工智能的流体输送系统精确计量方法及计量装置；一种图书荐购方法、装置、设备及存储介质；一种用于研究者发起的临床研究全数据平台综合评价系统
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",12,废水处理 / 除尘 / 污水,595,0.0602,废水处理、除尘、污水、水箱、水资源,废水处理、除尘、污水、水箱、水资源,一种废水循环利用的自动洗车装置；一种脐带血干细胞储存系统及其储存方法；一种基于开放空间大气污染治理装置
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",13,蛋白 / 基因 / 细胞,353,0.0357,蛋白、基因、细胞、及其应用、提取物,蛋白、基因、细胞、及其应用、提取物、化合物、培养基,一种促进围绝经期女性补钙的中药组方；一种抑制烘焙食品多元危害物生成的方法；间充质干细胞培养用无血清培养基及用途
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",14,储能 / 光伏 / 电网,464,0.047,储能、光伏、电网、功率、电压,储能、光伏、电网、功率、电压、电路、新能源,一种水电站高压输电线路驱鸟保护装置；电子厂房电源保障系统实施方法；水面光伏发电系统电气性能及环境场的监测装置
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",15,区块 / 交易 / 加密,268,0.0271,区块、交易、加密、节点、数据,区块、交易、加密、节点、数据、密钥、合约、认证,基于区块链的充电权分配方法以及充电权交易方法；一种基于智能匹配的漏洞威胁发现方法及系统；一种基于车路协同的区块链拜占庭容错方法及系统
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",16,农业 / 农药 / 土壤,186,0.0188,农业、施肥、农药、培育、栽培,农业、施肥、农药、培育、栽培、喷灌、土壤,一种防止土地盐碱化的肥料及其制备方法；一种基于物联网大数据的农业监控系统；一种节能环保自动施肥的林业育苗装置
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",17,打印机 / 光固化 / 线材,192,0.0194,打印机、光固化、线材、印刷机、喷头,打印机、光固化、线材、印刷机、喷头,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",18,路灯 / 激光 / 灯罩,255,0.0258,路灯、激光、灯罩、光伏、灯杆,路灯、激光、灯罩、光伏、灯杆、太阳能、光学、波导、光纤,基于物联网的太阳能LED交通信号灯及其智能联动系统；一种望远镜镜筒智能制造装置；一种激光成像设备以及激光成像方法
Sentence-BERT + CETopic,"T=20, dim=-1, method=tfidf_idfi",19,食品 / 加工机 / 电机,385,0.039,食品、加工机、电机、农药、搅拌装置,食品、加工机、电机、农药、搅拌装置、饲料,一种结构稳定的和面机；智能食材搅拌设备；一种饲料生产用冷却装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",0,模具 / 机架,564,0.0571,冲压、模具、打磨、机架、吸嘴,冲压、模具、打磨、机架、吸嘴,一种用于生产带孔木底托的工装模具；一种机械制造用冲压车床；一种制动主缸皮碗的自动装配装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",1,数据 / 业务 / 存储介质,507,0.0513,数据、业务、存储介质、攻击、支付,数据、业务、存储介质、攻击、支付、服务、网络安全,带私有协议的数据处理取证的方法及装置；一种图书荐购方法、装置、设备及存储介质；一种用于研究者发起的临床研究全数据平台综合评价系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",2,干细胞 / 蛋白 / 基因,358,0.0362,干细胞、蛋白、基因、及其应用、茶叶,干细胞、蛋白、基因、及其应用、茶叶、充质,一种促进围绝经期女性补钙的中药组方；一种防止土地盐碱化的肥料及其制备方法；一种脐带血干细胞储存系统及其储存方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",3,数据 / 故障 / 联网,282,0.0285,数据、故障、预警、联网、消防,数据、故障、预警、联网、消防,一种应急预警广播系统；一种基于人工智能的空气颗粒物分析预警方法和装置；一种光伏组件缺陷检测模型的可视化迭代生产系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",4,电池 / 新能源,377,0.0382,电池、新能源、汽车充电,电池、新能源、汽车充电,域控制电池管理系统；一种具有节能保温功能的电解铝用电解槽；光伏电池生产线的自动送料放料系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",5,废水 / 污水处理 / 垃圾,406,0.0411,废水、污水处理、垃圾,废水、污水处理、垃圾,一种废水循环利用的自动洗车装置；一种滤清器冲压片上料定位装置；一种方便低谷用电的洗衣机及其用电管理方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",6,机器人 / 关节,158,0.016,机器人、关节,机器人、关节,一种机器人换电装置；一种智能遛狗机器人；一种内镜手术器械输送装置、控制方法及机器人系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",7,打印机 / 光固化 / 线材,196,0.0198,打印机、印刷、光固化、线材、喷墨,打印机、印刷、光固化、线材、喷墨,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",8,天线 / 基站 / 网络,176,0.0178,天线、基站、网络、频段、信号,天线、基站、网络、频段、信号、终端、核心网、滤波器、巡检,一种信息通信5G转换设备；一种交直流屏自诊断方法；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",9,食品 / 农药 / 加工机,409,0.0414,食品、农药、加工机、饲料、大米,食品、农药、加工机、饲料、大米、电机,一种多功能食品检测装置；一种偶氮颜料连续化合成微混合器及其连续化制备方法；一种结构稳定的和面机
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",10,除尘 / 反应器 / 反应釜,225,0.0228,除尘、反应器、反应釜、降尘、气化,除尘、反应器、反应釜、降尘、气化,一种基于开放空间大气污染治理装置；一种涂料生产用除尘设备；隔板塔分离重整碳十芳烃的装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",11,蒸汽 / 换热器 / 石墨,419,0.0424,蒸汽、冷却装置、换热器、石墨、发热,蒸汽、冷却装置、换热器、石墨、发热、空调、热泵,一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置；一种传热性能好的夹套盘管式上升管过热蒸汽发生器
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",12,板材 / 模具 / 橡胶,275,0.0278,切割装置、板材、模具、橡胶、切割平台,切割装置、板材、模具、橡胶、切割平台、密炼机、切割机、带钢、铝板,多段锯骨机；一种智能制造木料处理平台；一种铜铝复合双排连续挤压生产线及生产工艺
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",13,轨道交通 / 城市 / 轨道车辆,89,0.009,轨道交通、城市、培训、实训、轨道车辆,轨道交通、城市、培训、实训、轨道车辆、提示牌、广告展示、列车,一种交通管制电子监控设备；一种轨道交通工程现场可视化管控一体化装置；一种城市轨道交通用三工位隔离开关
