模型,参数组,主题编号,主题名称,专利数量,专利占比,TOP5主题词,主题关键词,代表专利
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",14,农业 / 联网 / 土壤,115,0.0116,农业、联网、土壤、病虫害、养殖,农业、联网、土壤、病虫害、养殖、数据、智慧,一种水电站高压输电线路驱鸟保护装置；一种基于物联网与云计算的鹅智能化精细饲喂系统及管控方法；一种基于物联网大数据的农业监控系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",15,光伏 / 太阳能 / 路灯,432,0.0437,光伏、太阳能、路灯、屋面、边框,光伏、太阳能、路灯、屋面、边框、支架,一种胶膜平整机构及光伏组件生产线；基于物联网的太阳能LED交通信号灯及其智能联动系统；一种带有防尘接口结构的光伏并网逆变器
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",16,数据 / 联网 / 车辆,438,0.0443,数据、联网、车辆、服务器、虚拟,数据、联网、车辆、服务器、虚拟、终端、存储介质、自动驾驶、网络,一种云会员信息管理系统、方法和存储平台；一种基于无人机信息终端的可视化数字孪生高端装备系统；一种基于智能仿真的牵引站运维管理系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",17,储能 / 光伏 / 电路,391,0.0396,储能、光伏、电路、功率、电网,储能、光伏、电路、功率、电网、直流、电压,基于人工智能的流体输送系统精确计量方法及计量装置；电子厂房电源保障系统实施方法；电力电子变压器的两级直流母线协调控制方法、装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",18,玻璃 / 口罩 / 包装袋,446,0.0451,玻璃、服装、口罩、包装袋、包装盒,玻璃、服装、口罩、包装袋、包装盒、研磨、布料、面料、染色,一种胶带生产用胶带粘度测试装置；一种玻璃胶生产用高速分散装置；一种石墨烯面料纺织用经纱张力调节装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",19,电缆 / 渔光 / 汽车电机,186,0.0188,电缆、渔光、汽车电机、新能源、铠装,电缆、渔光、汽车电机、新能源、铠装、耳机、线缆,一种适用于电解槽大修的滑移式安全护栏；一种基于帕尔贴效应的海岛风光互补水电联产装置；一种计及铁心磁路分级的牵引变压器涡流损耗求解方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",20,文本 / 存储介质 / 模型,448,0.0453,文本、存储介质、模型、目标、图像,文本、存储介质、模型、目标、图像、数据、人工智能、推荐、语音,模型训练方法、数据处理方法、装置、电子设备及介质；人机客服的切换方法、装置、设备及存储介质；推荐方法、装置、设备及存储介质
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",21,区块 / 交易 / 加密,252,0.0255,区块、交易、加密、节点、数据,区块、交易、加密、节点、数据、合约、密钥、认证、共识,基于区块链的充电权分配方法以及充电权交易方法；一种基于车路协同的区块链拜占庭容错方法及系统；异构可信计算/可信奖惩模型扩展
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",22,汽车 / 轮毂 / 新能源,428,0.0433,汽车、轮毂、新能源、旋转平台、轨道,汽车、轮毂、新能源、旋转平台、轨道、自行车,一种自动翻转脱模装置；一种用于吸塑机的自动捡片装置；一种异径产品的角向定位上料装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",23,石墨 / 材料 / 纳米,508,0.0514,石墨、材料、纳米、催化剂、聚合物,石墨、材料、纳米、催化剂、聚合物,一种可用于新能源汽车的润滑脂组合物及其制备方法；一种复合网版的制作方法；微米级多孔硫酸亚铁钠/碳复合正极材料及其制备的钠离子电池或钠电池
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",24,水质 / 水表 / 数据,156,0.0158,水质、水表、数据、水文、取样,水质、水表、数据、水文、取样、生态、流域,水面光伏发电系统电气性能及环境场的监测装置；液位测量装置及玻璃窑炉；水利数据管理系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",25,无人机 / 激光 / 镜头,216,0.0219,无人机、激光、镜头、相机、视觉,无人机、激光、镜头、相机、视觉、图像、摄像头,一种望远镜镜筒智能制造装置；一种激光成像设备以及激光成像方法；一种棉花打顶无人机的智能控制系统及方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",26,混凝土 / 楼梯 / 钢梁,444,0.0449,混凝土、施工平台、楼梯、钢梁、水泥,混凝土、施工平台、楼梯、钢梁、水泥、钢筋、电梯、操作平台,一种用于施工现场的便携式施工平台；极片烘烤夹具；一种起重机安装维修安全平台
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",27,传感器,306,0.031,检测装置、传感器、测试平台、检测平台、试验,检测装置、传感器、测试平台、检测平台、试验、测试装置,多接头线束电测试设备；一种灵活检测汽车滤清器性能测试装置；一种产品内舱检测装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",28,联网 / 显示屏 / 数据,396,0.0401,联网、显示屏、数据、人工智能、散热,联网、显示屏、数据、人工智能、散热、网络安全,一种房屋家具设计展示系统；一种基于物联网的自动包装系统；一种计算机使用的大数据运维装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",29,管道 / 水龙头 / 液压,278,0.0281,清洗装置、管道、水龙头、液压、罐体,清洗装置、管道、水龙头、液压、罐体、泵站、油缸、采油,一种带自发电的输液管气泡检测装置；一种防水卷材切边机及卷材生产线；一种生物实验用试管的初步清洗装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",0,包装盒 / 包装袋 / 纸盒,303,0.0307,包装盒、包装袋、包装设备、纸盒、模具,包装盒、包装袋、包装设备、纸盒、模具、球囊、箱体,一种制动主缸皮碗的自动装配装置；绝缘子R销复位装置；一种防水卷材切边机及卷材生产线
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",1,数据 / 业务 / 存储介质,367,0.0371,数据、业务、存储介质、代码、支付,数据、业务、存储介质、代码、支付、目标、日志、文件,一种图书荐购方法、装置、设备及存储介质；一种用于研究者发起的临床研究全数据平台综合评价系统；一种应用于智慧医疗大数据的网络安全分析方法及系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",2,水表 / 水文水资源 / 光伏,157,0.0159,水表、试验、取样、水文水资源、光伏,水表、试验、取样、水文水资源、光伏,水面光伏发电系统电气性能及环境场的监测装置；一种带自发电的输液管气泡检测装置；一种灵活检测汽车滤清器性能测试装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",3,干细胞 / 蛋白 / 基因,355,0.0359,干细胞、蛋白、基因、及其应用、植物,干细胞、蛋白、基因、及其应用、植物、充质,一种促进围绝经期女性补钙的中药组方；一种防止土地盐碱化的肥料及其制备方法；一种脐带血干细胞储存系统及其储存方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",4,电池 / 新能源 / 汽车,348,0.0352,电池、新能源、汽车,电池、新能源、汽车,域控制电池管理系统；一种具有节能保温功能的电解铝用电解槽；光伏电池生产线的自动送料放料系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",5,混凝土 / 楼梯 / 钢梁,398,0.0403,混凝土、施工平台、楼梯、钢梁、钢筋,混凝土、施工平台、楼梯、钢梁、钢筋、电梯、水泥、卸料平台,一种用于施工现场的便携式施工平台；极片烘烤夹具；一种起重机安装维修安全平台
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",6,天线 / 基站 / 网络,179,0.0181,天线、基站、网络、频段、信号,天线、基站、网络、频段、信号、核心网、终端、滤波器、巡检,一种信息通信5G转换设备；一种交直流屏自诊断方法；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",7,打印机 / 光固化 / 线材,197,0.0199,打印机、印刷、光固化、线材、耗材,打印机、印刷、光固化、线材、耗材,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",8,轨道交通 / 传感器,342,0.0346,检测装置、轨道交通、传感器、检测平台、实训,检测装置、轨道交通、传感器、检测平台、实训、测试平台,多接头线束电测试设备；一种交通管制电子监控设备；一种轨道交通工程现场可视化管控一体化装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",9,除尘 / 反应釜 / 清洗机,409,0.0414,清洗装置、除尘、过滤装置、反应釜、清洗机,清洗装置、除尘、过滤装置、反应釜、清洗机、灌装,一种废水循环利用的自动洗车装置；一种滤清器冲压片上料定位装置；液位测量装置及玻璃窑炉
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",10,无人机 / 激光 / 镜头,183,0.0185,无人机、激光、镜头、相机、摄像头,无人机、激光、镜头、相机、摄像头、光学、波导、飞行,一种望远镜镜筒智能制造装置；一种激光成像设备以及激光成像方法；一种棉花打顶无人机的智能控制系统及方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",11,机器人 / 关节,160,0.0162,机器人、关节,机器人、关节,一种机器人换电装置；一种智能遛狗机器人；一种内镜手术器械输送装置、控制方法及机器人系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",12,光伏 / 太阳能 / 路灯,436,0.0441,光伏、太阳能、路灯、边框、屋面,光伏、太阳能、路灯、边框、屋面、支架,一种胶膜平整机构及光伏组件生产线；基于物联网的太阳能LED交通信号灯及其智能联动系统；一种带有防尘接口结构的光伏并网逆变器
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",13,模具 / 压线 / 限位,488,0.0494,模具、冲压、打磨、压线、限位,模具、冲压、打磨、压线、限位、动模,一种用于生产带孔木底托的工装模具；一种农林种植用驱虫装置；三七脱侧根及主根颗粒化一体装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",14,数据 / 联网 / 业务,396,0.0401,数据、联网、业务、网络、攻击,数据、联网、业务、网络、攻击、服务器,带私有协议的数据处理取证的方法及装置；一种云会员信息管理系统、方法和存储平台；一种基于智能匹配的漏洞威胁发现方法及系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",15,储能 / 光伏 / 负荷,203,0.0205,储能、光伏、负荷、调频、功率,储能、光伏、负荷、调频、功率、模型、出力、调度,基于人工智能的流体输送系统精确计量方法及计量装置；电子厂房电源保障系统实施方法；一种农村台区电压及线损问题的治理方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",16,玻璃 / 口罩 / 布料,333,0.0337,玻璃、口罩、布料、面料、服装,玻璃、口罩、布料、面料、服装、染色、研磨、塑料,一种玻璃胶生产用高速分散装置；一种石墨烯面料纺织用经纱张力调节装置；一种用于超宽带系统中的陶瓷芯片天线
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",17,蒸汽 / 换热器 / 石墨,429,0.0434,蒸汽、冷却装置、换热器、石墨、发热,蒸汽、冷却装置、换热器、石墨、发热、空调、热泵,一种水电站高压输电线路驱鸟保护装置；一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",18,石墨 / 纳米 / 材料,495,0.0501,石墨、纳米、材料、聚合物、催化剂,石墨、纳米、材料、聚合物、催化剂、凝胶,一种可用于新能源汽车的润滑脂组合物及其制备方法；一种复合网版的制作方法；微米级多孔硫酸亚铁钠/碳复合正极材料及其制备的钠离子电池或钠电池
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",19,文本 / 模型 / 存储介质,357,0.0361,文本、模型、存储介质、图像、目标,文本、模型、存储介质、图像、目标、推荐、语音、人工智能、数据、用户,模型训练方法、数据处理方法、装置、电子设备及介质；人机客服的切换方法、装置、设备及存储介质；推荐方法、装置、设备及存储介质
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",20,轮毂 / 轨道 / 汽车,371,0.0375,轮毂、轨道、汽车、旋转平台、自行车,轮毂、轨道、汽车、旋转平台、自行车、举升、支架,一种自动翻转脱模装置；一种用于吸塑机的自动捡片装置；一种异径产品的角向定位上料装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",21,区块 / 交易 / 加密,253,0.0256,区块、交易、加密、节点、数据,区块、交易、加密、节点、数据、密钥、合约、认证,基于区块链的充电权分配方法以及充电权交易方法；一种基于车路协同的区块链拜占庭容错方法及系统；异构可信计算/可信奖惩模型扩展
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",22,食品 / 农药 / 加工机,424,0.0429,食品、农药、加工机、茶叶、饲料,食品、农药、加工机、茶叶、饲料、大米,一种多功能食品检测装置；一种偶氮颜料连续化合成微混合器及其连续化制备方法；一种结构稳定的和面机
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",23,数据 / 联网 / 农业,365,0.0369,数据、联网、农业、预警、故障,数据、联网、农业、预警、故障,一种基于物联网与云计算的鹅智能化精细饲喂系统及管控方法；一种应急预警广播系统；一种基于人工智能的空气颗粒物分析预警方法和装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",24,废水处理 / 垃圾 / 污水,371,0.0375,废水处理、垃圾、污水,废水处理、垃圾、污水,一种基于开放空间大气污染治理装置；隔板塔分离重整碳十芳烃的装置；一种新型果林病虫害防治药物喷洒装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",25,联网 / 显示屏 / 数据,441,0.0446,联网、显示屏、数据、人工智能、散热,联网、显示屏、数据、人工智能、散热、终端,一种房屋家具设计展示系统；一种基于物联网的自动包装系统；一种计算机使用的大数据运维装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",26,电路 / 直流 / 电池,226,0.0229,电路、直流、电池、电压、逆变器,电路、直流、电池、电压、逆变器、光伏、变换器、电源,电力电子变压器的两级直流母线协调控制方法、装置；一种接入调相机的交直流混合新能源微电网系统；基于分布控制的锂离子储能电池热失控保护系统及方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",27,数据 / 车辆 / 图像,353,0.0357,数据、车辆、图像、视频、虚拟,数据、车辆、图像、视频、虚拟、停车、驾驶,一种基于无人机信息终端的可视化数字孪生高端装备系统；一种基于智能仿真的牵引站运维管理系统；装载信息处理方法、装置、电子设备及存储介质
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",28,模具 / 板材 / 橡胶,304,0.0308,切割装置、模具、板材、橡胶、切割平台,切割装置、模具、板材、橡胶、切割平台、车床、切割机、密炼机、刀具,一种机械制造用冲压车床；一种胶带生产用胶带粘度测试装置；多段锯骨机
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",29,电缆 / 新能源 / 汽车,238,0.0241,电缆、新能源、汽车、电机、减速器,电缆、新能源、汽车、电机、减速器、渔光,一种适用于电解槽大修的滑移式安全护栏；一种基于帕尔贴效应的海岛风光互补水电联产装置；一种计及铁心磁路分级的牵引变压器涡流损耗求解方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",0,陶瓷 / 喷漆 / 塑料,434,0.0439,包装、陶瓷、喷漆、塑料、机架,包装、陶瓷、喷漆、塑料、机架,一种胶带生产用胶带粘度测试装置；一种脐带血干细胞储存系统及其储存方法；一种用于超宽带系统中的陶瓷芯片天线
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",1,网络安全 / 加密 / 漏洞,179,0.0181,网络安全、加密、漏洞、数据、攻击,网络安全、加密、漏洞、数据、攻击、密钥、威胁、认证、联网,一种基于智能匹配的漏洞威胁发现方法及系统；一种基于动态权限集的安卓特权提升攻击发现方法；一种基于多元感知技术的保护装置智能巡视系统
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",2,管道 / 液压 / 输送机,407,0.0412,管道、液压、输送机、反应釜、农药,管道、液压、输送机、反应釜、农药、油缸,一种制动主缸皮碗的自动装配装置；一种带自发电的输液管气泡检测装置；一种滤清器冲压片上料定位装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",3,蒸汽 / 换热器 / 热交换器,419,0.0424,蒸汽、冷却装置、换热器、热交换器、热泵,蒸汽、冷却装置、换热器、热交换器、热泵、炉体、散热,一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置；一种基于帕尔贴效应的海岛风光互补水电联产装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",4,电缆 / 模具 / 支架,496,0.0502,电缆、模具、支架、冲压、螺纹,电缆、模具、支架、冲压、螺纹、底座、限位、线束,一种玻璃胶生产用高速分散装置；极片烘烤夹具；一种石墨烯面料纺织用经纱张力调节装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",5,水箱 / 节水 / 水资源,267,0.027,水箱、灌溉装置、节水、喷灌、水资源,水箱、灌溉装置、节水、喷灌、水资源、雨水、水利工程、水龙头、水泵,液位测量装置及玻璃窑炉；一种新型延时切换出水装置及具有其的马桶；一种节能环保自动施肥的林业育苗装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",6,机器人 / 无人机 / 关节,181,0.0183,机器人、无人机、关节,机器人、无人机、关节,一种机器人换电装置；一种棉花打顶无人机的智能控制系统及方法；一种智能遛狗机器人
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",7,联网 / 显示屏 / 摄像头,457,0.0463,联网、显示屏、摄像头、网关、数据,联网、显示屏、摄像头、网关、数据,一种基于智能仿真的牵引站运维管理系统；一种基于物联网的自动包装系统；一种计算机使用的大数据运维装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",8,数据 / 联网 / 环境监测,271,0.0274,数据、联网、监测系统、环境监测、智慧,数据、联网、监测系统、环境监测、智慧,水面光伏发电系统电气性能及环境场的监测装置；基于大数据物联网平台的监控方法；一种应急预警广播系统
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",9,蛋白 / 基因 / 干细胞,301,0.0305,蛋白、基因、干细胞、及其应用、培养基,蛋白、基因、干细胞、及其应用、培养基、提取物、植物,一种促进围绝经期女性补钙的中药组方；一种防止土地盐碱化的肥料及其制备方法；一种抑制烘焙食品多元危害物生成的方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",10,区块 / 交易 / 节点,194,0.0196,区块、交易、节点、合约、数据,区块、交易、节点、合约、数据、加密,基于区块链的充电权分配方法以及充电权交易方法；一种基于车路协同的区块链拜占庭容错方法及系统；异构可信计算/可信奖惩模型扩展
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",11,光伏 / 太阳能 / 屋面,329,0.0333,光伏、太阳能、屋面、边框、支架,光伏、太阳能、屋面、边框、支架、屋顶,一种胶膜平整机构及光伏组件生产线；一种带有防尘接口结构的光伏并网逆变器；一种适合风沙地域防风固沙的光伏防风障
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",12,食品 / 加工机 / 饲料,338,0.0342,食品、加工机、饲料、农药、电机,食品、加工机、饲料、农药、电机,一种结构稳定的和面机；智能食材搅拌设备；一种饲料生产用冷却装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",13,石墨 / 纳米 / 材料,321,0.0325,石墨、纳米、材料、聚合物、面料,石墨、纳米、材料、聚合物、面料、纤维,一种复合网版的制作方法；一种三维结构的纳米石墨烯及其制备方法、净化空气型无机涂料及其制备方法；一种阻燃尼龙组合物及其制备方法和应用
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",14,模具 / 切割机 / 钻孔,476,0.0482,打磨、模具、切割机、钻孔、切割装置,打磨、模具、切割机、钻孔、切割装置、工件、切割平台,一种用于生产带孔木底托的工装模具；绝缘子R销复位装置；多段锯骨机
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",15,图像 / 文本 / 存储介质,300,0.0304,图像、文本、存储介质、目标、人工智能,图像、文本、存储介质、目标、人工智能、模型、语音、推荐、信息,人机客服的切换方法、装置、设备及存储介质；一种语音风格迁移方法、装置、电子设备及存储介质；小程序的环境切换方法、环境切换装置及终端设备
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",16,天线 / 基站 / 频段,185,0.0187,天线、基站、频段、信号、网络,天线、基站、频段、信号、网络、核心网、终端、滤波器,一种信息通信5G转换设备；一种5G智慧城市用LED路灯；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",17,电池 / 新能源 / 汽车,284,0.0287,电池、新能源、汽车,电池、新能源、汽车,域控制电池管理系统；光伏电池生产线的自动送料放料系统；一种新能源电池生产线电芯侧面贴胶设备
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",18,轮毂 / 汽车 / 新能源,562,0.0569,轮毂、汽车、新能源、旋转平台、电机,轮毂、汽车、新能源、旋转平台、电机、齿轮、轨道,一种机械制造用冲压车床；一种自动翻转脱模装置；一种用于吸塑机的自动捡片装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",19,模型 / 数据 / 评价,358,0.0362,模型、数据、评价、学习、神经网络,模型、数据、评价、学习、神经网络、算法、评估,基于人工智能的流体输送系统精确计量方法及计量装置；一种用于研究者发起的临床研究全数据平台综合评价系统；一种工业互联网平台应用评价方法及其评价系统
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",20,石墨 / 催化剂 / 化合物,281,0.0284,石墨、催化剂、化合物、材料、溶液,石墨、催化剂、化合物、材料、溶液、合成、纳米、凝胶,一种可用于新能源汽车的润滑脂组合物及其制备方法；一种偶氮颜料连续化合成微混合器及其连续化制备方法；微米级多孔硫酸亚铁钠/碳复合正极材料及其制备的钠离子电池或钠电池
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",21,车辆 / 交通 / 道路,167,0.0169,车辆、驾驶、交通、道路、停车,车辆、驾驶、交通、道路、停车、信息、车道、高速公路,基于区块链的汽车智能监测系统及方法；打车位智慧停车服务平台；一种基于智能高速道路的车辆控制方法及系统
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",22,废水处理 / 除尘 / 污水,339,0.0343,废水处理、除尘、清洗装置、回收装置、污水,废水处理、除尘、清洗装置、回收装置、污水,一种废水循环利用的自动洗车装置；一种基于开放空间大气污染治理装置；一种生物实验用试管的初步清洗装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",23,储能 / 光伏 / 电网,377,0.0382,储能、光伏、电网、电路、直流,储能、光伏、电网、电路、直流、功率、变换器、电压,一种水电站高压输电线路驱鸟保护装置；电子厂房电源保障系统实施方法；电力电子变压器的两级直流母线协调控制方法、装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",24,混凝土 / 楼梯 / 钢梁,428,0.0433,施工平台、混凝土、楼梯、操作平台、钢梁,施工平台、混凝土、楼梯、操作平台、钢梁、桥梁、装配式、立柱、建筑,一种用于施工现场的便携式施工平台；一种起重机安装维修安全平台；三七脱侧根及主根颗粒化一体装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",25,联网 / 数据 / 服务器,402,0.0407,联网、数据、服务器、业务、终端,联网、数据、服务器、业务、终端、管理系统、网关,一种云会员信息管理系统、方法和存储平台；一种基于无人机信息终端的可视化数字孪生高端装备系统；一种房屋家具设计展示系统
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",26,路灯 / 光学 / 激光,215,0.0218,路灯、光学、激光、波导、灯罩,路灯、光学、激光、波导、灯罩、灯具、透镜、镜框、光源,基于物联网的太阳能LED交通信号灯及其智能联动系统；一种望远镜镜筒智能制造装置；一种激光成像设备以及激光成像方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",27,数据 / 存储介质 / 业务,316,0.032,数据、存储介质、业务、目标、电子设备,数据、存储介质、业务、目标、电子设备、文件、用户,带私有协议的数据处理取证的方法及装置；一种图书荐购方法、装置、设备及存储介质；一种用于智慧城市的大数据存储装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",28,传感器 / 超声波,413,0.0418,检测装置、传感器、测试装置、检测设备、超声波,检测装置、传感器、测试装置、检测设备、超声波、检测平台、检测系统,一种多功能食品检测装置；多接头线束电测试设备；一种果蔬新烟碱类农药残留多通道试纸检测装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",29,打印机 / 光固化 / 线材,184,0.0186,打印机、光固化、线材、耗材、印刷机,打印机、光固化、线材、耗材、印刷机,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
